Thread ID: 70174741057220
Total: 664.733650

 %self     total     self     wait    child    calls  name
  0.14      8.60     0.92     0.00     7.67   223121  SQLite3::Statement#columns (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sqlite3-1.3.5/lib/sqlite3/statement.rb:101}
  0.14      0.92     0.92     0.00     0.00   229406  Hash#initialize_copy (ruby_runtime:0}
  0.14    298.89     0.91     0.00   297.98   161645  ActiveRecord::FinderMethods#find_first (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/finder_methods.rb:372}
  0.14      1.51     0.90     0.00     0.61   518992  Kernel#=== (ruby_runtime:0}
  0.13      0.89     0.89     0.00     0.00   354425  Kernel#method (ruby_runtime:0}
  0.13      6.95     0.88     0.00     6.07   221977  <Class::ActiveRecord::Base>#expand_attribute_names_for_aggregates (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1093}
  0.13      0.88     0.88     0.00     0.00   410483  SQLite3::Database#encoding (ruby_runtime:0}
  0.13      0.87     0.87     0.00     0.00   896997  BasicObject#== (ruby_runtime:0}
  0.13    160.46     0.86     0.00   159.59    30485  ActiveRecord::Associations::CollectionProxy#method_missing (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_proxy.rb:78}
  0.13      1.41     0.86     0.00     0.56   214347  ActiveRecord::AttributeMethods::Dirty#clone_with_time_zone_conversion_attribute? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/dirty.rb:96}
  0.13      0.97     0.85     0.00     0.12   354816  Array#uniq (ruby_runtime:0}
  0.12      0.83     0.83     0.00     0.00   192552  ActiveRecord::Result#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/result.rb:13}
  0.12      0.98     0.81     0.00     0.17    60795  ActiveRecord::Transactions#clear_transaction_record_state (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/transactions.rb:317}
  0.12      1.16     0.81     0.00     0.35   161645  Array#extract_options! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/array/extract_options.rb:22}
  0.12      1.13     0.81     0.00     0.32   193842  <Class::ActiveRecord::DynamicScopeMatch>#match (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/dynamic_scope_match.rb:10}
  0.12     23.24     0.81     0.00    22.43    61116  SQLite3::Database#execute (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sqlite3-1.3.5/lib/sqlite3/database.rb:115}
  0.12      3.72     0.79     0.00     2.93   192558  ActiveSupport::Notifications::Fanout::Subscriber#publish (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/notifications/fanout.rb:46}
  0.12     26.92     0.79     0.00    26.13   161966  Arel::Visitors::ToSql#visit_Arel_Nodes_And (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:331}
  0.12      0.78     0.78     0.00     0.00   618468  Struct#initialize (ruby_runtime:0}
  0.12     30.87     0.78     0.00    30.09   238491  Enumerable#map (ruby_runtime:0}
  0.12      1.11     0.78     0.00     0.33   304894  Object#present? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/object/blank.rb:17}
  0.12      1.18     0.78     0.00     0.41    60966  ActiveRecord::Associations::CollectionAssociation#callbacks_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_association.rb:478}
  0.12    194.50     0.77     0.00   193.72   161966  ActiveRecord::ConnectionAdapters::QueryCache#select_all (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/query_cache.rb:58}
  0.12      1.23     0.77     0.00     0.46   259987  ActiveRecord::Relation#primary_key (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation.rb:15}
  0.12    300.22     0.77     0.00   299.45   161645  ActiveRecord::FinderMethods#first (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/finder_methods.rb:114}
  0.12    105.06     0.77     0.00   104.29   253668  SQLite3::Statement#each (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/sqlite3-1.3.5/lib/sqlite3/statement.rb:106}
  0.12      0.77     0.77     0.00     0.00   269563  String#split (ruby_runtime:0}
  0.12      1.70     0.77     0.00     0.93   192520  Arel::Visitors::ToSql#visit_Arel_Table (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:315}
  0.11     91.99     0.76     0.00    91.23    30553  ActiveRecord::Persistence#create (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/persistence.rb:310}
  0.11     11.06     0.76     0.00    10.30   161960  <Class::ActiveRecord::PredicateBuilder>#build_from_hash (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/predicate_builder.rb:3}
  0.11      0.75     0.75     0.00     0.00   707437  SQLite3::Statement#column_decltype (ruby_runtime:0}
  0.11      0.91     0.75     0.00     0.16    80150  ActiveRecord::Base#_run_find_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.11      1.66     0.75     0.00     0.90   191850  Object#blank? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/object/blank.rb:12}
  0.11      1.69     0.75     0.00     0.94    60793  BasicObject#instance_eval (ruby_runtime:0}
  0.11      0.75     0.75     0.00     0.00   696843  Kernel#nil? (ruby_runtime:0}
  0.11      0.95     0.75     0.00     0.20   161966  Arel::TreeManager#where (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/tree_manager.rb:31}
  0.11      2.74     0.75     0.00     2.00   161973  Arel::SelectManager#project (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/select_manager.rb:129}
  0.11     62.38     0.74     0.00    61.63   193150  ActiveRecord::QueryMethods#arel (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/query_methods.rb:195}
  0.11    425.09     0.73     0.00   424.36    15083  Object#update_word_stats (/Users/francis/seer/ssri-seer/core.rb:146}
  0.11      6.04     0.72     0.00     5.32   192558  ActiveSupport::Notifications::Fanout#publish (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/notifications/fanout.rb:24}
  0.11      1.22     0.72     0.00     0.50    61400  Time#strftime (ruby_runtime:0}
  0.11      3.19     0.72     0.00     2.47   161960  ActiveRecord::QueryMethods#limit (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/relation/query_methods.rb:136}
  0.11      4.23     0.72     0.00     3.51   161960  <Class::ActiveRecord::Base>#expand_hash_conditions_for_aggregates (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1400}
  0.11      0.97     0.72     0.00     0.26   110703  ActiveRecord::Base#set_serialized_attributes (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:1940}
  0.11      0.71     0.71     0.00     0.00    91957  <Class::ActiveRecord::Base>#default_timezone (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/core_ext/class/attribute_accessors.rb:36}
  0.11      2.79     0.71     0.00     2.08   161960  Arel::Visitors::ToSql#visit_Arel_Nodes_Limit (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:194}
  0.11    193.72     0.70     0.00   193.02   161966  ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/database_statements.rb:17}
  0.11      0.70     0.70     0.00     0.00   354131  Arel::Visitors::ToSql#column_cache (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:112}
  0.10      2.46     0.69     0.00     1.78    30555  ActiveRecord::Transactions#committed! (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/transactions.rb:262}
  0.10    143.94     0.67     0.00   143.26   192552  ActiveRecord::ConnectionAdapters::SQLiteAdapter#exec_query (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:222}
  0.10      0.90     0.67     0.00     0.23    60332  #<Module:0x007fa5a9e48490>#_updated_at (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.10    163.06     0.66     0.00   162.40    30483  ActiveRecord::Associations::CollectionAssociation#add_to_target (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/collection_association.rb:335}
  0.10      0.83     0.66     0.00     0.17   198881  SQLite3::Statement#bind_param (ruby_runtime:0}
  0.10      0.66     0.66     0.00     0.00   391667  Arel::Visitors::ToSql#literal (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:384}
  0.10      2.24     0.66     0.00     1.58   198881  ActiveRecord::ConnectionAdapters::AbstractAdapter#substitute_at (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract_adapter.rb:130}
  0.10     65.48     0.66     0.00    64.83   161965  Arel::Visitors::SQLite#visit_Arel_Nodes_SelectStatement (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/sqlite.rb:5}
  0.10      2.47     0.65     0.00     1.82    30483  ActiveRecord::Associations::Association#creation_attributes (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association.rb:169}
  0.10    117.75     0.64     0.00   117.11   161966  ActiveRecord::ConnectionAdapters::SQLiteAdapter#select (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:433}
  0.09      0.62     0.62     0.00     0.00   475268  Hash#delete (ruby_runtime:0}
  0.09      0.62     0.62     0.00     0.00   311100  Fixnum#* (ruby_runtime:0}
  0.09      0.62     0.62     0.00     0.00    79786  Array#flatten! (ruby_runtime:0}
  0.09      5.37     0.61     0.00     4.75    61398  ActiveRecord::ConnectionAdapters::Quoting#quoted_date (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/quoting.rb:102}
  0.09      8.67     0.61     0.00     8.06   161960  Arel::Visitors::ToSql#quoted (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:391}
  0.09     60.69     0.61     0.00    60.08    15083  Word(id: integer, name: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)#_run_save_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.09      2.07     0.61     0.00     1.46   161966  ActiveRecord::ConnectionAdapters::SQLiteAdapter#quote_string (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:181}
  0.09      0.61     0.61     0.00     0.00   223121  <Class::SQLite3::Statement>#allocate (ruby_runtime:0}
  0.09      2.33     0.61     0.00     1.72   192558  ActiveRecord::LogSubscriber#logger (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/log_subscriber.rb:62}
  0.09      1.40     0.61     0.00     0.79   192456  Enumerable#grep (ruby_runtime:0}
  0.09      0.60     0.60     0.00     0.00   192558  ActiveSupport::Notifications::Fanout#listeners_for (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/notifications/fanout.rb:28}
  0.09      2.93     0.60     0.00     2.33   192558  ActiveSupport::LogSubscriber#call (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/log_subscriber.rb:88}
  0.09      0.75     0.59     0.00     0.16   161966  Arel::Nodes::And#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/nodes/and.rb:6}
  0.09      1.01     0.59     0.00     0.41   182647  ActiveRecord::Associations::Association#klass (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations/association.rb:117}
  0.09      0.59     0.59     0.00     0.00   223733  Module#method_defined? (ruby_runtime:0}
  0.09     73.26     0.59     0.00    72.67   192520  Arel::Visitors::Visitor#accept (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/visitor.rb:4}
  0.09      0.66     0.59     0.00     0.07   135747  #<Module:0x007fa5a9e48490>#_id (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.09     64.74     0.58     0.00    64.15    15085  Stat(id: integer, mean: float, sd: float, presence: float, statable_id: integer, statable_type: string, pop: integer, created_at: datetime, updated_at: datetime)#_run_save_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.09      0.58     0.58     0.00     0.00   323930  Arel::Nodes::Unary#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/nodes/unary.rb:7}
  0.09      0.58     0.58     0.00     0.00   221977  <Class::ActiveRecord::Base>#column_methods_hash (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/base.rb:740}
  0.09      2.76     0.58     0.00     2.19   161979  ActiveRecord::Result#each (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/result.rb:19}
  0.09     58.60     0.58     0.00    58.02    15083  Word(id: integer, name: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)#_run_create_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.09      0.87     0.58     0.00     0.29   276460  Fixnum#== (ruby_runtime:0}
  0.09      1.97     0.57     0.00     1.40    15083  Word(id: integer, name: string, alert: integer, category_id: integer, created_at: datetime, updated_at: datetime)#_run_validate_callbacks (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activesupport-3.1.3/lib/active_support/callbacks.rb:378}
  0.09      0.80     0.57     0.00     0.23    60332  #<Module:0x007fa5a9e48490>#_created_at (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.09      0.58     0.57     0.00     0.01   243613  ActiveRecord::Reflection::AssociationReflection#klass (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/reflection.rb:172}
  0.08      6.85     0.56     0.00     6.29    61398  ActiveRecord::ConnectionAdapters::SQLiteAdapter#quoted_date (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/sqlite_adapter.rb:191}
  0.08      1.74     0.56     0.00     1.18   168714  Kernel#dup (ruby_runtime:0}
  0.08      0.76     0.56     0.00     0.19   161960  ActiveRecord::ConnectionAdapters::DatabaseStatements#sanitize_limit (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/connection_adapters/abstract/database_statements.rb:326}
  0.08      2.72     0.56     0.00     2.15    60968  ActiveRecord::Associations#association (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations.rb:154}
  0.08      0.92     0.56     0.00     0.36   192895  Array#include? (ruby_runtime:0}
  0.08      0.89     0.56     0.00     0.34   161960  Arel::Visitors::ToSql#last_column (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:27}
  0.08      0.56     0.56     0.00     0.00   369952  <Class::String>#allocate (ruby_runtime:0}
  0.08      0.84     0.55     0.00     0.29   121761  ActiveRecord::Associations#association_instance_get (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/associations.rb:168}
  0.08      0.55     0.55     0.00     0.00   291819  <Class::Hash>#allocate (ruby_runtime:0}
  0.08      0.54     0.54     0.00     0.00   192528  Arel::TreeManager#initialize (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/tree_manager.rb:9}
  0.08      0.54     0.54     0.00     0.00   263672  <Class::Blacklist(id: integer, word: string, created_at: datetime, updated_at: datetime)>#table_name (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/attribute_methods.rb:116}
  0.08      5.96     0.54     0.00     5.42    30555  ActiveModel::Validations#valid? (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activemodel-3.1.3/lib/active_model/validations.rb:176}
  0.08      1.98     0.54     0.00     1.44   192184  Arel::Predications#eq (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/predications.rb:15}
  0.08      1.94     0.53     0.00     1.41   161658  <Module::Arel>#star (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel.rb:42}
  0.08      0.53     0.53     0.00     0.00    33710  StringIO#write (ruby_runtime:0}
  0.08      2.37     0.53     0.00     1.84       24  Curl::Multi#perform (ruby_runtime:0}
  0.08      0.53     0.53     0.00     0.00   354114  Kernel#singleton_class (ruby_runtime:0}
  0.08      0.52     0.52     0.00     0.00   384710  Hash#key? (ruby_runtime:0}
  0.08      0.53     0.52     0.00     0.00   433127  Fixnum#+ (ruby_runtime:0}
  0.08      7.17     0.52     0.00     6.64   161970  Arel::Visitors::ToSql#quote (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/arel-2.2.1/lib/arel/visitors/to_sql.rb:421}
  0.08      0.52     0.52     0.00     0.00   269953  String#include? (ruby_runtime:0}
  0.08      1.91     0.51     0.00     1.40   161997  ActiveRecord::Result#hash_rows (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/result.rb:28}
  0.08      0.51     0.51     0.00     0.00   444507  Array#last (ruby_runtime:0}
  0.08      0.73     0.51     0.00     0.22    60340  #<Module:0x007fa5a9dfe908>#_created_at (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/attribute_methods/read.rb:89}
  0.08      0.50     0.50     0.00     0.00   110887  Array#zip (ruby_runtime:0}
  0.07    117.28     0.50     0.00   116.79    30553  ActiveRecord::Timestamp#create (/Users/francis/.rvm/gems/ruby-1.9.2-p290/gems/activerecord-3.1.3/lib/active_record/timestamp.rb:42}
